name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,car_age,selling_price
Ford Freestyle Trend Diesel BSIV,2018,60000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5,Ford,8,675000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,5,Mercedes-Benz,15,1350000
Mercedes-Benz New C-Class 250 CDI Classic,2011,80000,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,5,Mercedes-Benz,15,1350000
Mahindra XUV300 W8 Option Diesel BSIV,2019,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5,Mahindra,7,1200000
Maruti Swift Dzire Vdi BSIV,2011,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,15,265000
Volkswagen Polo 1.2 MPI Comfortline,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5,Volkswagen,10,395000
Volkswagen Polo 1.2 MPI Comfortline,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5,Volkswagen,10,385000
Maruti Wagon R LXI Minor,2009,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,Maruti,17,142000
Hyundai i10 Era,2009,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,Hyundai,17,160000
Tata Indigo CS LX (TDI) BS III,2012,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5,Tata,14,180000
Ford Figo Titanium Blu,2019,3177,Petrol,Dealer,Manual,First Owner,18.5,1194.0,94.93,5,Ford,7,700000
Hyundai Grand i10 Magna,2015,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,11,400000
Tata Indica V2 GLX BSIII,2012,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5,Tata,14,200000
Hyundai EON Magna Plus Option,2012,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,14,250000
Maruti Celerio ZXI,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5,Maruti,11,400000
Maruti Swift VXI,2013,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,5,Maruti,13,371000
Ford EcoSport 1.5 Diesel Titanium BSIV,2016,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5,Ford,10,570000
Honda Brio S MT,2013,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5,Honda,13,300000
Hyundai i20 1.2 Asta,2017,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,620000
Honda City i-VTEC V,2018,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5,Honda,8,949000
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7,Mahindra,8,750000
Maruti Celerio VXI,2017,20000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,Maruti,9,350000
Mahindra XUV500 W10 2WD,2017,60000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,9,1250000
Renault KWID 1.0,2016,30000,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,5,Renault,10,270000
Hyundai EON Magna Plus,2013,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,13,235000
Maruti Swift VXI Optional,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,10,500000
Maruti Alto LXi,2012,111000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,14,220000
Maruti Swift Dzire LDIX Limited Edition,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,Maruti,12,380000
Maruti Alto K10 2010-2014 VXI,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5,Maruti,16,160000
Hyundai EON 1.0 Era Plus,2017,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5,Hyundai,9,339000
Ford Fiesta Classic 1.6 Duratec CLXI,2011,100000,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,5,Ford,15,229999
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,Mahindra,10,400000
Hyundai Xcent 1.2 CRDi E Plus,2018,25000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5,Hyundai,8,470000
Maruti 800 Std,2003,58000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,Maruti,23,45000
Ford Aspire Titanium BSIV,2019,20000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,5,Ford,7,575000
Datsun RediGO SV 1.0,2019,1300,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,Datsun,7,325000
Maruti 800 AC,1997,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,29,50000
Maruti Wagon R VXI BS IV,2014,15000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,12,350000
Renault KWID RXT Optional,2016,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,300000
Nissan Terrano XL 110 PS,2014,150000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5,Nissan,12,540000
Maruti Celerio ZXI Optional MT BSIV,2018,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,Maruti,8,580000
Hyundai Creta 1.6 CRDi SX Option,2015,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,11,1000000
Tata Zest Quadrajet 1.3 75PS XM,2017,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,Tata,9,459999
Maruti Swift VDI BSIV,2015,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,11,635000
Hyundai Verna 1.6 SX,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,Hyundai,12,650000
Maruti Swift Dzire VDI,2013,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,Maruti,13,525000
Fiat Grande Punto EVO 1.2 Dynamic,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5,Fiat,11,350000
Maruti Swift Dzire ZDi,2008,175802,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5,Maruti,18,320000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8,Toyota,20,450000
Volkswagen Vento Petrol Trendline,2011,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5,Volkswagen,15,227000
Mahindra Bolero DI DX 8 Seater,2011,162000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8,Mahindra,15,325000
Datsun RediGO AMT 1.0 S,2018,20000,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,5,Datsun,8,275000
Hyundai Grand i10 Magna,2013,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5,Hyundai,13,300000
Mahindra Scorpio SLE BSIII,2011,320000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8,Mahindra,15,400000
Volkswagen Vento 1.5 TDI Highline,2015,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5,Volkswagen,11,550000
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,40000,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,5,Skoda,9,900000
Maruti Alto LXi BSIII,2010,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,16,165000
Hyundai EON Magna Plus,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,12,210000
Renault Duster 110PS Diesel RxL Explore,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,5,Renault,10,650000
Mahindra XUV500 W8 2WD,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,12,680000
Renault KWID 1.0 RXT BSIV,2019,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,Renault,7,390000
Renault KWID RXL,2016,80000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,260000
Maruti Swift Dzire VXI,2013,67000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,Maruti,13,450000
Hyundai i10 Era,2008,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,Hyundai,18,130000
Maruti Vitara Brezza ZDi,2019,9000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,Maruti,7,890000
Toyota Land Cruiser Prado VX L,2014,60000,Diesel,Individual,Automatic,First Owner,11.0,2982.0,170.3,7,Toyota,12,3500000
Honda City i DTEC VX,2014,80000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5,Honda,12,750000
Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011,120000,Diesel,Individual,Manual,Second Owner,12.2,2499.0,80.0,10,Chevrolet,15,350000
Honda Civic ZX,2019,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799.0,139.46,5,Honda,7,2000000
Hyundai EON 1.0 Era Plus,2017,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5,Hyundai,9,270000
Maruti Ertiga BSIV VXI,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7,Maruti,9,700000
Maruti Alto LXi,2010,28000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,16,130000
Maruti Ertiga ZDI,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7,Maruti,11,650000
Maruti Alto LX,2005,39000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,21,55000
Maruti Wagon R AMT VXI Plus,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,Maruti,9,475000
Nissan Sunny Diesel XL,2013,50000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5,Nissan,13,325000
Honda Jazz 1.2 V AT i VTEC Privilege,2017,40000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5,Honda,9,615000
Hyundai Grand i10 Sportz,2015,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,11,390000
Maruti Swift AMT ZXI Plus BSIV,2019,15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,Maruti,7,650000
Maruti Swift VXI Optional,2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,11,440000
Honda City i DTEC V,2014,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,Honda,12,600000
Chevrolet Spark 1.0 LT,2012,80000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5,Chevrolet,14,170000
Mahindra Bolero 2011-2019 DI - AC BS III,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,Mahindra,13,499000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,Toyota,11,1300000
Hyundai Verna 1.6 CRDi S,2016,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,Hyundai,10,800000
Maruti Swift VXI,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,Maruti,6,600000
Honda Brio 1.2 E MT,2017,50000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5,Honda,9,400000
Maruti Swift Dzire VDI,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,9,700000
Maruti Baleno Alpha 1.3,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,Maruti,9,800000
Honda Jazz 1.5 V i DTEC,2015,90000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5,Honda,11,600000
Maruti Swift VDI BSIV,2016,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,10,580000
Renault KWID RXT,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,350000
Ford Figo Diesel ZXI,2011,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,Ford,15,204999
Mahindra XUV500 W10 2WD,2017,20000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,9,1350000
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,Hyundai,17,310000
Toyota Innova 2.5 V Diesel 7-seater,2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,Toyota,15,700000
Ford Figo 1.5D Titanium Opt MT,2016,69000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5,Ford,10,459999
Maruti Ciaz ZDi Plus SHVS,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,Maruti,9,860000
Hyundai i10 LPG,2012,97000,LPG,Individual,Manual,Third Owner,19.0,1086.0,68.1,5,Hyundai,14,275000
Renault KWID RXT Optional,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,390000
Maruti Alto LX BSIII,2005,50800,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,21,110000
BMW 6 Series GT 630d Luxury Line,2018,30000,Diesel,Individual,Automatic,First Owner,17.09,2993.0,261.4,4,BMW,8,5830000
Hyundai Xcent 1.1 CRDi SX Option,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5,Hyundai,8,665000
Hyundai i20 1.2 Asta,2019,9400,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,7,721000
Mahindra KUV 100 D75 K6 Plus 5Str,2016,62000,Diesel,Dealer,Manual,First Owner,25.32,1198.0,77.0,5,Mahindra,10,390000
Mahindra Thar CRDe,2019,12584,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6,Mahindra,7,975000
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.86,5,Hyundai,7,685000
Maruti Swift VXI,2019,14548,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5,Maruti,7,595000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5,Ford,8,900000
Maruti Ertiga ZDI Plus,2018,48500,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7,Maruti,8,950000
Hyundai i20 2015-2017 Magna 1.2,2017,28782,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,570000
Hyundai i20 Asta 1.2,2018,28451,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,8,700000
Maruti Vitara Brezza ZDi,2018,36500,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5,Maruti,8,910000
Maruti Swift Dzire VDI Optional,2018,44885,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,8,751000
Tata Indica Vista Terra 1.4 TDI,2009,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5,Tata,17,135000
Hyundai Creta 1.6 SX Diesel,2017,41000,Diesel,Dealer,Manual,First Owner,20.5,1582.0,126.2,5,Hyundai,9,975000
Maruti Ertiga SHVS VDI,2019,50000,Diesel,Dealer,Manual,First Owner,24.52,1248.0,88.5,7,Maruti,7,925000
Maruti Ertiga ZDI,2016,66000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.8,7,Maruti,10,725000
Maruti Ertiga VDI,2013,65000,Diesel,Dealer,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,13,550000
Hyundai i20 Diesel Asta Option,2014,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,12,550000
Toyota Innova 2.5 V Diesel 7-seater,2013,95000,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,7,Toyota,13,750000
Honda City 1.5 V MT,2013,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,118.0,5,Honda,13,475000
Datsun GO Plus T,2017,65000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,7,Datsun,9,325000
Maruti Ertiga VDI,2017,76000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,7,Maruti,9,725000
Maruti Ertiga VXI,2018,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373.0,93.7,7,Maruti,8,775000
Maruti Swift Dzire VDI,2017,70000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5,Maruti,9,625000
Hyundai Santro GLS I - Euro II,2009,56000,Petrol,Dealer,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,17,195000
Maruti Swift ZDi,2014,89000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5,Maruti,12,470000
Toyota Innova Crysta 2.4 VX MT,2017,98000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7,Toyota,9,1750000
Toyota Innova Crysta 2.4 VX MT,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7,Toyota,10,1650000
Maruti Swift VDI,2013,57000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,Maruti,13,380000
Maruti Swift Dzire VDI,2017,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,9,650000
Hyundai EON Era Plus,2016,49200,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,10,275000
Honda Civic 1.8 V MT,2009,125000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5,Honda,17,220000
Hyundai i10 Era,2008,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,Hyundai,18,200000
Maruti Eeco 5 Seater AC BSIV,2015,120000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5,Maruti,11,315000
Maruti Alto LXI,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,Maruti,22,90000
Maruti Wagon R LXI Minor,2007,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,Maruti,19,120000
Maruti Wagon R LXI,2006,168000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,Maruti,20,90000
Mahindra XUV500 W10 2WD,2018,30000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,8,1500000
Hyundai Grand i10 CRDi Sportz,2015,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5,Hyundai,11,370000
Maruti Swift VDI BSIV,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,10,595000
Mahindra Renault Logan 1.5 DLE Diesel,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5,Mahindra,19,150000
Maruti Swift Dzire VDi,2012,58400,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,Maruti,14,400000
Maruti Alto K10 VXI Airbag,2016,23400,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.1,5,Maruti,10,310000
Maruti Celerio VXI MT BSIV,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,Maruti,8,385000
Maruti Swift 1.3 LXI,2005,158107,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,21,105000
Mahindra XUV500 W8 2WD,2014,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,12,750000
Hyundai Santro Sportz AMT BSIV,2019,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5,Hyundai,7,521000
Tata Manza Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5,Tata,16,180000
Ford Fiesta EXi 1.4 TDCi Ltd,2011,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5,Ford,15,220000
Maruti 800 AC,1998,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,28,40000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,8,540000
Maruti Alto LXi BSIII,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,19,140000
Maruti Zen VXI,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5,Maruti,23,200000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,110000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,5,Ford,11,650000
Ford Fiesta 1.4 SXi TDCi ABS,2010,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5,Ford,16,229999
Maruti Swift Vdi BSIII,2010,175000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,Maruti,16,305000
Ford Fiesta 1.4 ZXi TDCi LE,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,Ford,18,200000
Ford Fiesta 1.4 ZXi TDCi ABS,2008,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,Ford,18,200000
Mahindra Xylo D2 BS IV,2010,77088,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8,Mahindra,16,465000
Nissan Micra Diesel XV,2011,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,5,Nissan,15,210000
Mahindra Bolero 2011-2019 SLX,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,Mahindra,10,570000
Maruti Ertiga ZXI,2015,80000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,Maruti,11,570000
Maruti Ertiga ZXI,2015,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,Maruti,11,650000
Maruti Swift Dzire ZXI,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,Maruti,10,620000
Maruti Wagon R VXI BS IV,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,Maruti,14,250000
BMW X1 sDrive20d,2011,50000,Diesel,Individual,Automatic,First Owner,17.05,1995.0,184.0,5,BMW,15,1000000
Maruti Wagon R Duo Lxi,2012,60000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5,Maruti,14,300000
Fiat Grande Punto 1.3 Emotion (Diesel),2013,82500,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5,Fiat,13,300000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,30000,Diesel,Individual,Manual,Second Owner,23.0,1498.0,98.96,5,Ford,8,810000
Chevrolet Cruze LTZ,2011,100000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5,Chevrolet,15,270000
Maruti Swift Dzire LDI Optional,2015,70000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,Maruti,11,470000
Tata Zest Quadrajet 1.3 XT,2017,85000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5,Tata,9,400000
Maruti Wagon R Stingray VXI,2014,60000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,Maruti,12,300000
Maruti Alto 800 Base,2015,20000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5,Maruti,11,170000
Renault Duster 110PS Diesel RXZ Optional with Nav,2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,Renault,12,455999
Mahindra Xylo D2,2009,100000,Diesel,Individual,Manual,Second Owner,13.0,2489.0,95.0,8,Mahindra,17,121000
Hyundai Santro LS zipPlus,2002,75000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,24,35000
Maruti Swift 1.3 LXI,2005,100000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Maruti,21,85000
Maruti Vitara Brezza VDi Option,2016,80000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5,Maruti,10,650000
Tata Bolt Revotron XE,2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,Tata,9,350000
Chevrolet Beat Diesel,2013,139000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5,Chevrolet,13,125000
Maruti Alto AX,2005,90000,Petrol,Individual,Automatic,Second Owner,19.7,796.0,46.3,5,Maruti,21,80000
Maruti Omni E 8 Str STD,2009,120000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5,Maruti,17,120000
Honda City 2017-2020 GXi,2008,100000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5,Honda,18,250000
Volkswagen Vento Diesel Trendline,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,Volkswagen,15,225000
Mahindra Bolero SLX,2007,105000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,Mahindra,19,215000
Hyundai Xcent 1.2 CRDi E Plus,2017,40000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5,Hyundai,9,450000
Hyundai Xcent 1.2 VTVT S,2017,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5,Hyundai,9,509999
Maruti Alto 800 LXI,2015,36710,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,Maruti,11,245000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,28180,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5,Maruti,10,620000
Tata Harrier XZ BSIV,2019,15000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5,Tata,7,1700000
Datsun GO Plus T VDC,2019,4000,Petrol,Individual,Manual,First Owner,19.72,1198.0,67.0,7,Datsun,7,590000
Maruti Ritz VDi,2014,30000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5,Maruti,12,370000
Maruti Swift VXI,2013,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5,Maruti,13,350000
Maruti Baleno Alpha 1.2,2017,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,Maruti,9,580000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,8,450000
Hyundai i20 Active 1.2 S,2017,19000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,9,600000
Ford Endeavour 2.2 Titanium AT 4X2,2016,30000,Diesel,Individual,Automatic,First Owner,12.62,2198.0,158.0,7,Ford,10,2400000
Hyundai i20 1.2 Magna Executive,2017,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,450000
Tata Indigo CS LX (TDI) BS III,2009,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5,Tata,17,150000
Maruti Eeco 5 Seater AC BSIV,2019,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,Maruti,7,400000
Maruti Alto 800 LXI,2013,85000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,13,185000
Maruti Swift AMT VXI,2018,50000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,Maruti,8,625000
Hyundai i20 Active SX Petrol,2019,20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,7,700000
Maruti Wagon R VXI Optional,2017,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,9,390000
